Name,Description,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Combined
Beyond the Poseidon Adventure,"An extension of the previous film, wherein a cache of adventurers return to the overturned ship to seek several fortunes.",0,0,0,0,1,0,0,0,0,extension previous film wherein cache adventurers return overturn ship seek several fortunes sequel repeat sequel psychotronic film male protagonist disaster action
Birth of the Beatles,"An account of The Beatles during the Hamburg years, their signing with Brian Epstein and their inevitable rise during the early sixties.",0,0,1,0,0,1,0,0,0,account beatles hamburg years sign brian epstein inevitable rise early sixties beat group merseybeat reference beatles liverpudlian band name title
The Bitch of Buchenwald,"Described as &apos;the most famous of all Germans having committed atrocities during the war&apos; by the Jewish Virtual Library, Ilse Koch has won a diabolic kind of immortality as the lady with the lampshade made of human skin.",0,0,0,0,0,1,0,0,0,describe famous germans commit atrocities war jewish virtual library ilse koch win diabolic kind immortality lady lampshade make human skin immortality
Bloodline,"Evan values family above all else, and anyone who gets between him, his wife, and newborn son learns that the hard way. But when it comes to violent tendencies, it seems the apple doesn&apos;t fall far from the tree.",0,1,0,0,0,0,0,0,1,evan value family else anyone get wife newborn son learn hard way come violent tendencies seem apple fall far tree female nudity shower serial killer gloved killer retro
Boardwalk,"In this drama, David Rosen and his wife Becky have lived in the same Coney Island neighborhood for nearly all their married life. But the area is not what it used to be, and a gang leader named Strut has decided to make Coney Isla...",0,0,1,0,0,0,0,0,0,drama david rosen wife becky live coney island neighborhood nearly marry life area use gang leader name strut decide make coney isla hare krishna restaurant gang new york city coney island brooklyn new york city
Breakthrough,"When her 14-year-old son drowns in a lake, a faithful mother prays for him to come back from the brink of death and be healed.",0,0,1,0,0,1,0,0,0,year old son drown lake faithful mother pray come back brink death heal faith pastor religious winter thin ice
Buck Rogers in the 25th Century,A 20th century astronaut emerges out of 500 years of suspended animation into a future time where Earth is threatened by alien invaders.,0,0,0,0,1,0,0,1,0,th century astronaut emerge years suspend animation future time earth threaten alien invaders steampunk astronaut space adventure space sci fi space opera
Butch and Sundance: The Early Days,A prequel of sorts to Dois Homens e Um Destino (1969) which chronicles the two outlaws&apos; lives in the years before the events portrayed in the 1969 movie.,1,0,0,0,1,0,0,0,0,prequel sort dois homens e um destino chronicle outlaw live years events portray movie reference hole wall gang cow holdup billiards chase
Caligula,"The young emperor&apos;s decision to force the senators of Rome to live under a regime as cruel, moronic, meaningless and random as he believes life itself to be. His decision is prompted by the death of his sister, with whom he was in...",0,0,1,0,0,0,0,0,0,young emperor decision force senators rome live regime cruel moronic meaningless random believe life decision prompt death sister st century roman empire roman emperor emperor caligula
Lung foo fung wan,An undercover cop infiltrates a gang of thieves who plan to rob a jewelry store.,0,1,0,0,1,0,0,0,0,undercover cop infiltrate gang thieve plan rob jewelry store undercover cop robbery gangster organize crime police officer
Dirty South House Arrest,"LOGLINE: A college kid is sentenced to house arrest after committing a crime to impress a girl. After jail and possibly losing the family home, he decides to throw a house party to raise money for his mom while she is away.",1,0,0,0,0,0,0,0,0,logline college kid sentence house arrest commit crime impress girl jail possibly lose family home decide throw house party raise money mom away party word title cardinal direction title house arrest house party
Dracula,The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker&apos;s fiancée Mina Murray and inflict havoc in the foreign land.,0,0,1,0,0,0,0,1,1,centuries old vampire count dracula come england seduce barrister jonathan harker fiancee mina murray inflict havoc foreign land dracula vampire female vampire vampire human love base novel
Escape from Alcatraz,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world.",0,1,0,0,1,1,0,0,0,alcatraz secure prison time believe ever escape dare men make possibly successful attempt escape infamous prisons world prison escape island prison island prison cell
North Sea Hijack,"When terrorists take over two oil rigs, and threaten to blow them up if their demands are not met, an eccentric anti-terrorism expert volunteers his unique commando unit to stop them.",0,0,0,0,1,0,0,0,1,terrorists take oil rig threaten blow demand meet eccentric anti terrorism expert volunteer unique commando unit stop timeframe ship terrorist oil
The Fourth Musketeer,"At the behest of his father, young d&apos;Artagnan travels from rural Gascony to Paris, where he becomes embroiled in a devious plot between the King&apos;s Musketeers and the Guardsmen of Cardinal Richelieu.",0,0,0,0,1,0,0,0,0,behest father young artagnan travel rural gascony paris become embroil devious plot king musketeers guardsmen cardinal richelieu nan
Firepower,"In the near future, street gangs have their own city zones where cops can&apos;t go. Two tough cops are sent undercover in one of them to investigate an illegal cure for AIDS. But they must first fight in a deathmatch, and the match is...",0,1,0,0,1,0,0,1,0,near future street gang city zone cop go tough cop send undercover investigate illegal cure aid must first fight deathmatch match cult film death match undercover cop near future dystopian future
Gal Young Un,Gal Young &apos;Un centers on a spinster woman who lives alone in the woods of north Florida until she is swept off her feet by an opportunistic bootlegger. He marries her for her place and her daddy&apos;s money and her cooking and cleanin...,0,0,1,0,0,0,0,0,0,gal young un center spinster woman live alone woods north florida sweep feet opportunistic bootlegger marry place daddy money cook cleanin forest drive car beach kiss cheek wife shoot husband woman shoot man
Jokbo,"In Japanese occupied Korea, a morally conflicted Japanese officer is sent to the house of a Korean man who refuses to change his family name to a Japanese name.",0,0,1,0,0,0,0,0,0,japanese occupy korea morally conflict japanese officer send house korean man refuse change family name japanese name house
The Great Santini,"As he approaches manhood, Ben Meechum struggles to win the approval of his demanding alpha male father, an aggressively competitive, but frustrated Marine pilot.",0,0,1,0,0,0,0,0,0,approach manhood ben meechum struggle win approval demand alpha male father aggressively competitive frustrate marine pilot miss man formation school gymnasium writer director base novel name year
Die Hamburger Krankheit,"The BRD is haunted by a mysterious, deadly plague. In Hamburg, a group of people head for an odyssey through the country to search for survivors and a rescue.",0,0,0,0,0,0,0,1,1,brd haunt mysterious deadly plague hamburg group people head odyssey country search survivors rescue plague pandemic quarantine epidemic virus
